Query,Best,run_00,run_01,run_02,run_03,run_04,run_05,run_06,run_07,run_08,run_09,Mean,Std
query_001,1.343,87,86,90,92,88,90,92,89,88,90,89.2,1.8867962264113207
query_002,0.952,77,79,72,73,78,78,72,75,80,74,75.8,2.821347195933177
query_003,1.229,50,54,49,51,51,46,66,51,44,49,51.1,5.629387178015028
query_004,1.357,90,93,93,93,93,91,92,92,93,92,92.2,0.9797958971132711
query_005,1.189,87,91,87,77,80,81,80,86,82,89,84.0,4.358898943540674
query_006,1.097,87,74,83,80,75,84,84,85,80,87,81.9,4.346262762420146
query_007,1.24,65,60,65,61,64,68,66,68,74,61,65.2,3.9698866482558417
query_008,1.321,27,16,10,31,16,8,7,3,22,11,15.1,8.653900854527974
query_009,1.019,87,84,89,88,87,87,88,91,86,85,87.2,1.8867962264113207
query_010,1.131,58,54,53,51,57,51,54,57,55,59,54.9,2.662705391138869
query_011,1.266,67,68,72,74,73,77,62,69,69,70,70.1,3.9610604640676716
query_012,1.044,66,68,71,67,71,70,69,69,72,71,69.4,1.8547236990991407
query_013,0.928,89,89,93,93,94,94,93,93,95,89,92.2,2.181742422927143
query_014,0.983,90,89,94,94,92,93,92,96,92,89,92.1,2.1656407827707715
query_015,1.295,100,99,100,100,100,100,99,99,100,100,99.7,0.45825756949558394
query_016,1.436,90,89,92,90,91,89,92,90,92,92,90.7,1.1874342087037917
query_017,1.155,42,33,34,25,27,28,32,33,34,37,32.5,4.716990566028302
query_018,1.133,86,86,86,87,84,91,91,87,87,83,86.8,2.4413111231467406
query_019,1.147,46,51,49,47,44,45,44,49,48,40,46.3,3.0347981810987035
query_020,1.216,73,84,73,78,78,78,74,77,75,75,76.5,3.138470965295043
query_021,1.09,54,56,62,61,54,58,60,57,50,55,56.7,3.49428104193123
query_022,1.239,92,93,96,95,88,93,95,91,92,98,93.3,2.685144316419511
query_023,1.109,74,75,73,70,68,72,70,66,73,68,70.9,2.808914381037628
query_024,1.283,88,89,88,89,87,88,89,89,88,89,88.4,0.66332495807108
query_025,1.02,75,74,70,72,72,74,82,68,82,74,74.3,4.337049688440288
query_026,0.871,50,48,49,51,50,52,52,48,47,56,50.3,2.491987158875422
query_027,1.429,71,73,71,78,72,74,76,73,74,74,73.6,2.0591260281974
query_028,1.1,44,42,31,47,44,44,32,46,31,47,40.8,6.368673331236264
query_029,1.251,92,89,94,97,94,92,97,95,95,95,94.0,2.32379000772445
query_030,0.964,72,81,74,72,83,77,69,82,80,90,78.0,6.06630035524124
query_031,1.006,33,35,34,28,33,36,51,35,33,44,36.2,6.20966987850401
query_032,1.247,66,67,77,62,62,68,70,72,74,71,68.9,4.635730794599704
query_033,1.209,82,83,80,83,79,83,83,82,81,78,81.4,1.7435595774162693
query_034,1.111,75,82,74,77,79,87,67,83,82,69,77.5,6.037383539249433
query_035,0.511,77,73,73,70,76,72,76,78,74,74,74.3,2.325940669922601
query_036,1.151,89,92,91,92,90,90,90,93,93,91,91.1,1.3
query_037,0.887,70,69,71,72,68,68,63,73,70,73,69.7,2.8301943396169813
query_038,1.005,67,67,69,69,68,70,71,67,69,69,68.6,1.2806248474865698
query_039,0.896,30,19,27,31,20,30,31,27,26,25,26.6,4.079215610874228
query_040,0.957,76,77,72,74,73,72,74,76,73,74,74.1,1.6401219466856725
query_041,1.491,70,29,98,71,71,71,70,28,69,69,64.6,19.85547783358537
query_042,1.258,90,82,81,82,87,90,81,85,82,82,84.2,3.4
query_043,1.311,71,88,77,55,60,61,84,56,52,79,68.3,12.442266674525184
query_044,1.212,93,91,92,92,93,92,89,91,91,94,91.8,1.3266499161421599
query_045,1.162,35,40,38,32,39,40,40,44,33,42,38.3,3.661966684720111
query_046,1.133,63,65,65,69,70,66,68,66,64,65,66.1,2.118962010041709
query_047,1.025,65,67,64,31,64,58,65,60,25,65,56.4,14.478950238190613
query_048,1.355,85,86,86,89,87,86,87,85,87,85,86.3,1.1874342087037917
query_049,1.186,45,48,48,49,52,55,43,43,45,47,47.5,3.640054944640259
query_050,1.108,72,79,65,66,78,74,66,66,66,68,70.0,5.079370039680118
query_051,1.146,80,76,76,78,64,82,77,78,76,68,75.5,5.162363799656123
query_052,1.106,87,87,80,80,83,82,89,86,87,86,84.7,3.034798181098704
query_053,1.132,77,67,73,72,71,72,75,73,74,66,72.0,3.1937438845342623
query_054,1.316,81,51,67,62,78,70,78,72,79,66,70.4,8.845337754998392
query_055,1.271,77,79,81,82,75,83,84,79,78,76,79.4,2.870540018881465
query_056,0.931,86,88,91,89,84,87,85,87,85,88,87.0,2.0
query_057,0.995,84,83,81,82,81,79,83,82,80,84,81.9,1.57797338380595
query_058,0.957,95,95,95,94,95,92,96,95,94,94,94.5,1.02469507659596
query_059,1.291,65,92,67,63,67,69,65,71,65,64,68.8,8.059776671843954
query_060,1.413,75,77,73,73,73,69,75,72,71,74,73.2,2.1354156504062622
query_061,1.469,91,95,93,94,95,90,93,92,94,94,93.1,1.57797338380595
query_062,1.127,60,55,58,62,53,49,48,55,55,53,54.8,4.190465367951392
