Query,Best,run_00,run_01,run_02,run_03,run_04,run_05,run_06,run_07,run_08,run_09,Mean,Std
query_001,1.379,77,76,74,77,83,74,65,78,72,67,74.3,5.020956084253277
query_002,0.965,67,73,79,67,69,71,71,66,69,76,70.8,3.9698866482558417
query_003,1.168,75,73,64,67,68,68,71,71,70,73,70.0,3.1304951684997055
query_004,1.351,91,92,92,93,93,93,92,93,89,93,92.1,1.2206555615733703
query_005,1.129,65,60,68,71,62,74,66,71,76,61,67.4,5.2573757712379665
query_006,1.079,57,65,74,69,68,59,60,61,70,65,64.8,5.2115256883181535
query_007,1.258,68,78,80,75,77,78,72,78,76,78,76.0,3.3763886032268267
query_008,1.54,96,98,96,96,94,98,96,97,98,98,96.7,1.268857754044952
query_009,1.0,87,81,81,85,84,79,81,82,84,81,82.5,2.29128784747792
query_010,1.237,100,97,98,100,100,99,100,96,97,97,98.4,1.4966629547095764
query_011,1.28,65,67,67,72,69,68,68,68,68,70,68.2,1.7776388834631178
query_012,1.061,81,82,82,88,92,83,85,83,85,87,84.8,3.2186953878862163
query_013,0.912,64,62,60,63,64,71,58,61,65,56,62.4,3.9293765408777
query_014,0.941,87,86,88,83,84,86,87,85,86,83,85.5,1.6278820596099706
query_015,1.275,59,61,65,52,69,51,69,57,63,72,61.8,6.80881781221968
query_016,1.329,79,70,77,84,85,43,78,67,75,76,73.4,11.394735626595292
query_017,1.213,93,94,89,93,94,93,95,92,96,97,93.6,2.1071307505705477
query_018,1.157,60,64,67,65,63,71,64,80,75,70,67.9,5.804308744372579
query_019,1.11,93,92,88,90,89,91,90,91,92,91,90.7,1.4177446878757827
query_020,1.181,93,90,93,92,91,92,92,92,90,92,91.7,1.004987562112089
query_021,1.192,69,68,71,72,70,69,62,66,76,79,70.2,4.5563142999578075
query_022,1.452,90,82,83,81,81,81,81,86,81,81,82.7,2.8653097563788803
query_023,1.096,72,66,69,71,67,69,71,63,69,63,68.0,3.03315017762062
query_024,1.266,80,92,84,86,82,86,89,85,82,83,84.9,3.3896902513356584
query_025,1.038,83,85,84,84,88,84,72,79,85,84,82.8,4.166533331199932
query_026,0.842,53,55,58,54,50,68,57,55,63,56,56.9,4.90815647672321
query_027,1.589,100,99,100,100,100,100,100,100,99,100,99.8,0.4
query_028,1.154,67,71,74,63,71,63,66,72,67,72,68.6,3.7202150475476548
query_029,1.37,86,89,87,90,89,86,87,85,90,90,87.9,1.8138357147217055
query_030,0.944,65,64,61,63,69,67,61,72,70,63,65.5,3.640054944640259
query_031,0.91,64,64,59,71,63,67,65,66,68,73,66.0,3.82099463490856
query_032,1.147,84,85,92,82,86,83,77,76,79,79,82.3,4.561797891182818
query_033,1.225,92,95,92,92,94,93,94,93,93,93,93.1,0.9433981132056604
query_034,1.129,81,88,76,78,83,80,84,81,76,88,81.5,4.104875150354759
query_035,0.501,76,77,78,76,77,79,77,84,71,76,77.1,3.047950130825634
query_036,1.203,90,91,90,90,89,91,91,91,89,90,90.2,0.7483314773547882
query_037,0.848,63,65,67,56,62,71,72,67,67,61,65.1,4.548626166217663
query_038,1.062,69,69,82,87,76,86,83,79,82,63,77.6,7.696752561957544
query_039,0.937,62,61,78,71,69,60,71,70,67,79,68.8,6.2257529665093525
query_040,0.938,66,65,68,64,65,53,66,65,68,68,64.8,4.166533331199931
query_041,1.415,87,89,86,90,89,82,85,85,83,87,86.3,2.491987158875422
query_042,1.254,74,77,76,74,76,73,73,81,75,50,72.9,7.955501241279522
query_043,1.408,95,96,96,98,95,97,97,95,96,97,96.2,0.9797958971132711
query_044,1.099,87,87,84,84,88,90,87,86,88,85,86.6,1.8
query_045,1.305,67,72,65,68,66,70,68,65,66,65,67.2,2.2271057451320084
query_046,1.143,64,64,61,61,64,74,61,68,64,58,63.9,4.22965719651132
query_047,1.078,72,74,74,70,64,78,81,78,72,75,73.8,4.534313619501853
query_048,1.423,62,67,71,59,92,62,82,81,58,80,71.4,11.101351269102333
query_049,1.196,68,83,74,79,85,79,75,82,85,74,78.4,5.295280917949491
query_050,1.152,85,83,81,84,82,85,86,87,86,85,84.4,1.8
query_051,1.205,80,83,85,82,88,81,87,82,83,84,83.5,2.4186773244895647
query_052,1.106,77,70,73,65,63,72,68,74,66,73,70.1,4.253234063627347
query_053,1.128,78,81,81,84,83,81,84,83,80,84,81.9,1.9209372712298547
query_054,1.302,81,83,77,86,78,83,83,82,80,77,81.0,2.8284271247461903
query_055,1.179,77,77,78,80,70,84,76,77,82,80,78.1,3.6180105030251086
query_056,0.92,80,88,85,78,77,83,80,81,79,78,80.9,3.3000000000000003
query_057,1.023,89,91,90,93,90,88,90,85,89,87,89.2,2.0880613017821097
