Query,Best,run_00,run_01,run_02,run_03,run_04,run_05,run_06,run_07,run_08,run_09,Mean,Std
query_001,1.379,84,87,88,87,87,93,89,89,93,86,88.3,2.72213151776324
query_002,0.965,78,82,78,71,84,80,81,74,84,71,78.3,4.62709412050371
query_003,1.168,40,44,40,52,43,47,44,48,45,48,45.1,3.562302626111375
query_004,1.351,97,100,99,99,99,98,98,97,100,99,98.6,1.0198039027185568
query_005,1.129,67,66,71,65,70,70,69,68,65,72,68.3,2.368543856465402
query_006,1.079,65,76,78,73,72,73,77,74,69,71,72.8,3.682390527904394
query_007,1.258,74,75,73,71,75,75,73,75,73,74,73.8,1.2489995996796797
query_008,1.54,99,97,98,98,97,99,98,97,99,98,98.0,0.7745966692414834
query_009,1.0,85,89,87,85,86,86,87,88,86,88,86.7,1.268857754044952
query_010,1.237,95,95,92,94,97,93,95,94,93,90,93.8,1.8330302779823362
query_011,1.28,69,74,70,70,68,69,70,69,71,69,69.9,1.5779733838059498
query_012,1.061,75,71,75,72,77,73,73,73,73,72,73.4,1.6852299546352716
query_013,0.912,72,76,73,74,74,74,70,69,75,73,73.0,2.04939015319192
query_014,0.941,98,97,95,99,97,98,98,93,94,91,96.0,2.4899799195977463
query_015,1.275,67,70,69,68,68,70,67,69,68,69,68.5,1.02469507659596
query_016,1.329,76,62,64,64,64,66,63,61,66,68,65.4,4.029888335921977
query_017,1.213,96,98,97,96,98,98,97,98,95,99,97.2,1.16619037896906
query_018,1.157,90,94,94,92,94,96,87,93,94,90,92.4,2.537715508089904
query_019,1.11,93,92,92,88,94,95,94,93,94,94,92.9,1.8681541692269403
query_020,1.181,91,93,91,95,95,94,90,94,91,95,92.9,1.8681541692269403
query_021,1.192,89,90,90,88,89,88,85,88,86,85,87.8,1.7776388834631176
query_022,1.452,79,80,80,24,79,82,18,83,25,80,63.0,26.70205984563738
query_023,1.096,58,59,64,66,60,65,58,63,63,54,61.0,3.605551275463989
query_024,1.266,91,91,91,91,91,90,90,89,91,91,90.6,0.66332495807108
query_025,1.038,88,84,87,82,87,83,86,90,84,88,85.9,2.4269322199023193
query_026,0.842,59,54,59,58,66,58,56,58,58,57,58.3,2.934280150224242
query_027,1.589,99,98,100,99,97,100,100,99,100,98,99.0,1.0
query_028,1.154,74,74,74,74,74,69,75,70,72,71,72.7,1.9519221295943134
query_029,1.37,89,75,85,83,86,86,85,86,84,78,83.7,3.9509492530276824
query_030,0.944,64,65,69,65,62,65,64,69,65,67,65.5,2.1095023109728985
query_031,0.91,73,70,68,71,78,76,70,80,72,72,73.0,3.63318042491699
query_032,1.147,94,96,95,93,92,97,94,95,90,96,94.2,1.98997487421324
query_033,1.225,90,91,92,91,92,93,93,93,94,93,92.2,1.16619037896906
query_034,1.129,92,88,93,92,92,91,87,89,85,93,90.2,2.638181191654584
query_035,0.501,80,76,77,80,68,78,67,77,78,79,76.0,4.427188724235731
query_036,1.203,98,98,97,98,96,96,97,95,98,98,97.1,1.0440306508910548
query_037,0.848,60,62,58,61,67,58,52,62,63,64,60.7,3.8742741255621036
query_038,1.062,100,97,97,97,99,98,93,100,97,99,97.7,1.9519221295943134
query_039,0.937,78,74,69,81,84,78,79,80,68,85,77.6,5.425863986500215
