Query,Best,run_00,run_01,run_02,run_03,run_04,run_05,run_06,run_07,run_08,run_09,Mean,Std
query_001,1.298,94,93,94,89,90,93,95,94,93,92,92.7,1.7916472867168918
query_002,0.926,43,46,47,51,53,50,56,44,55,50,49.5,4.224926034855522
query_003,1.194,65,33,58,62,70,76,64,65,64,73,63.0,11.198214143335536
query_004,1.22,96,95,95,92,92,94,95,94,92,94,93.9,1.374772708486752
query_005,1.166,91,93,95,90,96,95,93,93,93,90,92.9,1.9723082923316018
query_006,1.08,75,77,75,68,68,72,78,76,68,76,73.3,3.769615364994153
query_007,1.24,55,50,49,49,53,56,49,58,43,50,51.2,4.142463035441596
query_008,1.33,53,45,46,46,45,45,43,41,43,41,44.8,3.2496153618543846
query_009,1.017,90,87,81,87,89,92,89,90,90,91,88.6,2.939387691339814
query_010,1.202,82,81,82,81,82,81,82,82,81,80,81.4,0.66332495807108
query_011,1.274,76,75,78,84,81,77,80,77,82,77,78.7,2.7586228448267445
query_012,1.063,93,68,86,82,81,66,86,68,67,32,72.9,16.428329190760696
query_013,0.866,55,57,54,59,51,67,38,50,37,58,52.6,8.777243302996675
query_014,0.973,93,93,96,91,99,94,90,98,90,98,94.2,3.218695387886217
query_015,1.316,99,100,99,99,99,99,99,100,99,99,99.2,0.4
query_016,1.529,97,96,97,99,99,100,98,98,99,99,98.2,1.16619037896906
query_017,1.152,26,22,13,24,24,32,26,19,15,16,21.7,5.604462507680822
query_018,1.175,94,96,92,95,95,93,95,95,95,95,94.5,1.118033988749895
query_019,1.166,71,76,72,76,62,78,72,71,68,77,72.3,4.583666654546336
query_020,1.212,97,98,96,69,97,95,98,97,95,96,93.8,8.328265125462805
query_021,1.126,85,87,90,91,89,86,87,87,89,86,87.7,1.8466185312619388
query_022,1.171,92,91,93,95,97,91,93,77,79,95,90.3,6.419501538281613
query_023,1.079,70,62,64,56,65,69,45,48,46,40,56.5,10.413932974625869
query_024,1.251,97,97,99,98,98,99,99,98,99,96,98.0,1.0
query_025,1.114,88,86,85,85,88,85,86,86,84,87,86.0,1.2649110640673518
