Query,Best,run_00,run_01,run_02,run_03,run_04,run_05,run_06,run_07,run_08,run_09,Mean,Std
query_001,1.263,92,86,86,85,92,83,89,88,85,84,87.0,3.0
query_002,0.995,83,83,82,82,81,80,80,79,80,84,81.4,1.5620499351813308
query_003,1.159,91,83,81,84,82,82,80,82,81,79,82.5,3.138470965295043
query_004,1.225,92,92,92,90,93,93,93,91,92,91,91.9,0.9433981132056604
query_005,1.162,81,80,77,78,76,79,73,84,71,81,78.0,3.714835124201342
query_006,1.075,83,80,78,80,85,77,86,56,61,88,77.4,10.081666528902849
query_007,1.257,63,62,62,73,72,73,67,86,67,62,68.7,7.211795892841116
query_008,1.265,82,70,70,69,74,72,69,72,81,83,74.2,5.325410782277738
query_009,1.031,87,87,83,88,83,85,88,85,81,89,85.6,2.4979991993593593
query_010,1.083,76,75,72,60,72,81,70,79,81,85,75.1,6.759437846448475
query_011,1.249,78,72,77,74,67,77,78,77,71,71,74.2,3.6
query_012,1.17,97,97,96,96,97,95,98,96,93,96,96.1,1.3
query_013,0.845,53,66,62,58,63,59,65,64,62,61,61.3,3.63455636907725
query_014,0.915,53,71,50,48,46,55,57,41,52,55,52.8,7.586830695356263
query_015,1.173,70,72,69,70,66,67,73,72,67,68,69.4,2.2891046284519194
query_016,1.52,79,83,81,90,78,79,78,77,83,80,80.8,3.627671429443411
query_017,1.068,90,91,93,90,91,93,92,89,92,93,91.4,1.3564659966250536
query_018,1.145,76,90,87,84,79,83,78,82,87,86,83.2,4.261455150532504
query_019,1.097,78,86,79,77,77,68,76,73,75,73,76.2,4.445222154178573
query_020,1.152,62,57,50,53,39,48,51,54,47,54,51.5,5.886425061104575
query_021,1.16,87,85,87,88,87,87,90,86,90,91,87.8,1.8330302779823358
query_022,1.303,98,98,99,98,97,97,95,98,96,99,97.5,1.2041594578792296
query_023,1.103,69,70,70,73,68,71,67,69,70,72,69.9,1.7
query_024,1.174,93,93,93,95,93,93,90,95,93,91,92.9,1.445683229480096
query_025,0.975,89,83,91,90,86,86,88,86,89,89,87.7,2.2825424421026654
query_026,0.898,73,70,75,75,75,72,71,78,74,72,73.5,2.247220505424423
query_027,1.316,84,85,88,81,85,83,82,86,84,85,84.3,1.9
query_028,1.139,90,88,86,88,88,91,88,89,90,86,88.4,1.5620499351813308
query_029,1.288,87,89,89,88,88,83,76,85,90,87,86.2,3.919183588453085
query_030,0.908,57,68,67,59,62,63,59,65,56,66,62.2,4.06939798987516
query_031,0.907,72,51,61,60,52,50,30,56,47,71,55.0,11.60172400981854
query_032,1.094,91,81,89,82,84,82,87,88,86,89,85.9,3.3000000000000003
query_033,1.111,74,64,72,76,71,76,71,69,77,72,72.2,3.682390527904394
query_034,1.06,83,79,81,80,80,79,83,79,80,76,80.0,1.9493588689617927
query_035,0.513,58,63,66,67,69,65,70,72,64,67,66.1,3.7536648758246915
query_036,1.025,69,64,64,69,67,73,64,66,64,67,66.7,2.8301943396169813
query_037,0.846,60,58,48,61,58,55,51,46,56,53,54.6,4.7791212581394085
query_038,0.952,63,71,61,64,64,67,66,73,64,66,65.9,3.477067730142742
query_039,1.052,58,59,60,56,53,56,63,61,59,54,57.9,2.981610303175115
query_040,0.956,69,65,69,72,69,70,72,64,65,66,68.1,2.773084924772409
query_041,1.283,83,84,72,85,47,82,87,76,57,54,72.7,13.943098651304163
query_042,1.174,90,91,87,87,87,86,83,90,90,90,88.1,2.3853720883753127
query_043,1.228,91,79,88,88,85,90,86,88,82,82,85.9,3.672873534441391
query_044,0.997,82,81,83,76,83,81,82,80,77,79,80.4,2.2891046284519194
query_045,1.228,89,88,88,79,91,85,87,89,92,86,87.4,3.440930106817051
query_046,1.218,90,88,92,88,90,91,91,84,90,86,89.0,2.3664319132398464
query_047,1.124,83,88,87,90,84,85,86,85,88,85,86.1,2.0223748416156684
query_048,1.266,97,98,92,95,93,96,98,97,90,95,95.1,2.5475478405713994
query_049,1.156,66,74,75,73,77,78,69,68,64,79,72.3,4.980963762164908
query_050,1.085,78,74,75,82,74,75,71,72,80,73,75.4,3.352610922848042
query_051,1.107,67,69,55,57,59,72,55,57,65,66,62.2,5.96322060635023
query_052,1.053,66,70,67,70,60,65,68,52,66,62,64.6,5.161395160225576
query_053,1.14,84,82,80,84,77,79,81,81,79,82,80.9,2.118962010041709
query_054,1.274,90,91,88,90,92,91,89,89,90,90,90.0,1.0954451150103321
query_055,1.381,94,97,93,95,95,94,94,96,95,93,94.6,1.2
query_056,0.875,70,68,69,67,73,69,66,66,70,73,69.1,2.3853720883753127
query_057,0.886,87,88,91,88,92,86,89,82,90,91,88.4,2.8000000000000003
query_058,0.885,91,83,85,91,95,91,88,91,88,85,88.8,3.4871191548325386
query_059,1.246,77,81,81,79,82,79,75,76,82,83,79.5,2.6172504656604803
query_060,1.491,99,97,99,97,98,98,99,97,96,97,97.7,1.004987562112089
query_061,1.483,70,71,76,89,56,75,71,69,92,64,73.3,10.159232254457027
query_062,1.05,81,77,83,80,70,72,73,75,68,87,76.6,5.782732917920384
query_063,1.103,85,87,84,78,82,79,89,61,79,75,79.9,7.529276193632427
query_064,1.086,40,85,94,97,92,88,87,82,93,94,85.2,15.702229141112419
query_065,1.118,75,78,71,68,73,72,63,75,74,76,72.5,4.129164564412516
query_066,1.245,82,84,88,84,85,90,89,83,85,85,85.5,2.5
query_067,1.074,89,89,88,86,81,91,90,87,88,91,88.0,2.792848008753788
query_068,1.206,67,75,75,75,78,55,79,78,77,72,73.1,6.89129886160802
query_069,1.255,76,77,78,76,77,81,78,79,83,84,78.9,2.7
query_070,1.265,61,73,77,68,70,61,75,79,75,74,71.3,5.9506302187247355
query_071,1.333,85,85,85,85,84,85,86,84,88,84,85.1,1.1357816691600546
query_072,1.171,71,73,74,72,67,74,69,77,72,70,71.9,2.7
query_073,1.233,68,74,69,77,69,69,74,64,70,64,69.8,3.994996871087636
query_074,1.251,83,83,78,81,81,78,78,80,80,77,79.9,2.0223748416156684
query_075,1.048,76,75,86,76,83,80,78,64,82,85,78.5,6.070420084310475
query_076,1.043,75,82,83,83,70,82,82,86,79,80,80.2,4.377213725647858
query_077,1.135,78,77,85,77,85,88,77,77,88,80,81.2,4.512205669071391
query_078,0.856,65,66,75,74,65,69,69,76,69,68,69.6,3.8522720568516444
query_079,0.873,56,40,55,56,43,41,48,43,43,39,46.4,6.483826030978932
query_080,0.861,67,58,62,62,66,66,60,66,60,62,62.9,2.981610303175115
query_081,1.05,67,71,67,71,65,68,65,68,66,80,68.8,4.237924020083418
query_082,1.496,89,88,86,89,91,85,91,83,89,87,87.8,2.4413111231467406
query_083,1.074,74,69,70,56,74,68,71,71,74,71,69.8,5.015974481593781
query_084,1.06,90,93,87,94,94,91,95,92,88,93,91.7,2.5317977802344322
query_085,1.397,93,93,93,83,91,92,91,91,88,91,90.6,2.90516780926679
query_086,1.078,80,77,79,76,80,79,75,77,79,77,77.9,1.6401219466856725
query_087,0.972,89,84,84,81,86,83,87,87,83,91,85.5,2.9068883707497264
query_088,1.286,82,74,86,89,83,84,85,85,82,86,83.6,3.7735924528226414
query_089,0.842,84,78,87,82,89,83,86,80,79,74,82.2,4.331281565541543
query_090,1.282,90,92,86,83,84,93,93,79,91,81,87.2,4.975942121849891
query_091,1.03,94,91,97,95,92,90,90,86,85,90,91.0,3.5496478698597698
query_092,1.13,71,73,71,77,68,75,80,79,86,74,75.4,5.0039984012787215
query_093,0.905,89,87,83,79,82,85,83,82,88,83,84.1,2.947880594596735
query_094,1.181,82,79,82,80,83,84,77,80,83,81,81.1,2.0223748416156684
query_095,1.064,89,93,86,89,94,94,87,95,93,91,91.1,3.014962686336267
query_096,1.239,62,69,69,70,62,69,66,76,71,68,68.2,3.9446165846632035
query_097,1.139,84,82,82,84,85,87,83,83,87,81,83.8,1.9390719429665315
query_098,1.164,65,75,71,73,74,76,66,72,72,72,71.6,3.3823069050575527
query_099,1.191,83,91,85,86,85,92,87,86,87,88,87.0,2.6076809620810595
query_100,1.181,83,86,85,85,85,83,85,81,84,82,83.9,1.5132745950421556
query_101,1.245,93,93,93,93,93,93,92,93,93,90,92.6,0.9165151389911681
